database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set6_P_3	QCPool_Set6_P_4	QCPool_Set7_P_3	QCPool_Set7_P_4	QCPool_Set8_P_3	QCPool_Set8_P_4	QCPool_Set9_P_3	QCPool_Set9_P_4	CovidNeg_P251_P_3	CovidNeg_P251_P_4	CovidNeg_P252_P_3	CovidNeg_P252_P_4	CovidNeg_P253_P_3	CovidNeg_P253_P_4	CovidNeg_P254_P_3	CovidNeg_P254_P_4	CovidNeg_P257_P_3	CovidNeg_P257_P_4	CovidNeg_P258_P_3	CovidNeg_P258_P_4	CovidNeg_P259_P_3	CovidNeg_P259_P_4	CovidNeg_P260_P_3	CovidNeg_P260_P_4	CovidNeg_P261_P_3	CovidNeg_P261_P_4	CovidNeg_P262_P_3	CovidNeg_P262_P_4	CovidNeg_P263_P_3	CovidNeg_P263_P_4	CovidNeg_P264_P_3	CovidNeg_P264_P_4	CovidNeg_P265_P_3	CovidNeg_P265_P_4	CovidNeg_P266_P_3	CovidNeg_P266_P_4	CovidNeg_P267_P_3	CovidNeg_P267_P_4	CovidNeg_P268_P_3	CovidNeg_P268_P_4	CovidNeg_P269_P_3	CovidNeg_P269_P_4	CovidNeg_P270_P_3	CovidNeg_P270_P_4	CovidNeg_P271_P_3	CovidNeg_P271_P_4	CovidNeg_P354_P_3	CovidNeg_P354_P_4	CovidNeg_P356_P_3	CovidNeg_P356_P_4	CovidNeg_P357_P_3	CovidNeg_P357_P_4	CovidNeg_P400_P_3	CovidNeg_P400_P_4	CovidNeg_P435_P_3	CovidNeg_P435_P_4	CovidNeg_P444_P_3	CovidNeg_P444_P_4	CovidNeg_P465_P_3	CovidNeg_P465_P_4	CovidNeg_P466_P_3	CovidNeg_P466_P_4	CovidNeg_P473_P_3	CovidNeg_P473_P_4	CovidNeg_P478_P_3	CovidNeg_P478_P_4	CovidNeg_P480_P_3	CovidNeg_P480_P_4	CovidNeg_P486_P_3	CovidNeg_P486_P_4	COVIDNsc_P274_P_3	COVIDNsc_P274_P_4	COVIDNsc_P275_P_3	COVIDNsc_P275_P_4	COVIDNsc_P276_P_3	COVIDNsc_P276_P_4	COVIDNsc_P277_P_3	COVIDNsc_P277_P_4	COVIDNsc_P278_P_3	COVIDNsc_P278_P_4	COVIDNsc_P280_P_3	COVIDNsc_P280_P_4	COVIDNsc_P281_P_3	COVIDNsc_P281_P_4	COVIDNsc_P282_P_3	COVIDNsc_P282_P_4	COVIDNsc_P290_P_3	COVIDNsc_P290_P_4	COVIDNsc_P291_P_3	COVIDNsc_P291_P_4	COVIDNsc_P292_P_3	COVIDNsc_P292_P_4	COVIDNsc_P293_P_3	COVIDNsc_P293_P_4	COVIDNsc_P294_P_3	COVIDNsc_P294_P_4	COVIDNsc_P397_P_3	COVIDNsc_P397_P_4	COVIDNsc_P308_P_3	COVIDNsc_P308_P_4	COVIDNsc_P309_P_3	COVIDNsc_P309_P_4	COVIDNsc_P295_P_3	COVIDNsc_P295_P_4	COVIDNsc_P296_P_3	COVIDNsc_P296_P_4	COVIDNsc_P299_P_3	COVIDNsc_P299_P_4	COVIDNsc_P300_P_3	COVIDNsc_P300_P_4	COVIDNsc_P301_P_3	COVIDNsc_P301_P_4	COVIDNsc_P302_P_3	COVIDNsc_P302_P_4	COVIDNsc_P303_P_3	COVIDNsc_P303_P_4	COVIDNsc_P304_P_3	COVIDNsc_P304_P_4	COVIDNsc_P305_P_3	COVIDNsc_P305_P_4	COVIDNsc_P418_P_3	COVIDNsc_P418_P_4	COVIDNsc_P419_P_3	COVIDNsc_P419_P_4	COVIDNsc_P421_P_3	COVIDNsc_P421_P_4	COVIDNsc_P422_P_3	COVIDNsc_P422_P_4	COVIDNsc_P423_P_3	COVIDNsc_P423_P_4	COVIDNsc_P424_P_3	COVIDNsc_P424_P_4	COVIDNsc_P425_P_3	COVIDNsc_P425_P_4	COVIDNsc_P426_P_3	COVIDNsc_P426_P_4	COVIDNsc_P430_P_3	COVIDNsc_P430_P_4	COVIDNsc_P431_P_3	COVIDNsc_P431_P_4	COVIDNsc_P432_P_3	COVIDNsc_P432_P_4	COVIDNsc_P433_P_3	COVIDNsc_P433_P_4	COVIDNsc_P434_P_3	COVIDNsc_P434_P_4	COVIDNsc_P436_P_3	COVIDNsc_P436_P_4	COVIDNsc_P437_P_3	COVIDNsc_P437_P_4	COVIDNsc_P443_P_3	COVIDNsc_P443_P_4	COVIDNsc_P476_P_3	COVIDNsc_P476_P_4	COVIDNsc_P479_P_3	COVIDNsc_P479_P_4	CovidSevere_P273_P_3	CovidSevere_P273_P_4	CovidSevere_P272_P_3	CovidSevere_P272_P_4	CovidSevere_P283_P_3	CovidSevere_P283_P_4	CovidSevere_P284_P_3	CovidSevere_P284_P_4	CovidSevere_P285_P_3	CovidSevere_P285_P_4	CovidSevere_P286_P_3	CovidSevere_P286_P_4	CovidSevere_P287_P_3	CovidSevere_P287_P_4	CovidSevere_P288_P_3	CovidSevere_P288_P_4	CovidSevere_P289_P_3	CovidSevere_P289_P_4	CovidSevere_P298_P_3	CovidSevere_P298_P_4	CovidSevere_P315_P_3	CovidSevere_P315_P_4	CovidSevere_P334_P_3	CovidSevere_P334_P_4	CovidSevere_P336_P_3	CovidSevere_P336_P_4	CovidSevere_P343_P_3	CovidSevere_P343_P_4	CovidSevere_P344_P_3	CovidSevere_P344_P_4	CovidSevere_P345_P_3	CovidSevere_P345_P_4	CovidSevere_P318_P_3	CovidSevere_P318_P_4	CovidSevere_P360_P_3	CovidSevere_P360_P_4	CovidSevere_P361_P_3	CovidSevere_P361_P_4	CovidSevere_P362_P_3	CovidSevere_P362_P_4	CovidSevere_P380_P_3	CovidSevere_P380_P_4	CovidSevere_P381_P_3	CovidSevere_P381_P_4	CovidSevere_P382_P_3	CovidSevere_P382_P_4	CovidSevere_P401_P_3	CovidSevere_P401_P_4	CovidSevere_P411_P_3	CovidSevere_P411_P_4	CovidSevere_P413_P_3	CovidSevere_P413_P_4	CovidSevere_P297_P_3	CovidSevere_P297_P_4	CovidSevere_P420_P_3	CovidSevere_P420_P_4	CovidSevere_P428_P_3	CovidSevere_P428_P_4	CovidSevere_P429_P_3	CovidSevere_P429_P_4	CovidSevere_P442_P_3	CovidSevere_P442_P_4	CovidSevere_P472_P_3	CovidSevere_P472_P_4	GroupArea_Sample	GroupCV_Sample_percentage
	C21H43N5O7			4,6-Diamino-3-({3-amino-6-[1-(methylamino)ethyl]tetrahydro-2H-pyran-2-yl}oxy)-2-hydroxycyclohexyl3-deoxy-4-C-methyl-3-(methylamino)pentopyranoside					1.098																																																																																																																																							26574134.3602205	34102290.6006037																																							8733337.97372271	7154186.67974896				6215132.16643129		14391345.0056513																							6794079.11351735	8946839.18611266									7730358.94569639	8251672.74757743											12016286.4214816																										7104287.33650641		13184010.5810921	8636785.47141856	11904177.3368713	10191007.1780347	7798581.83410113	8195142.94176819		8194183.29290619																			8530104.83577203																										8583445.15359529	62.2791566719914
CHEBI:177606	C11H12O6	O1C(C(O)C=2C(C1=O)=C(O)C(OC)=C(O)C2)C	InChI=1S/C11H12O6/c1-4-8(13)5-3-6(12)10(16-2)9(14)7(5)11(15)17-4/h3-4,8,12-14H,1-2H3	4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-2-benzopyran-1-one					11.994												37534135.9025789																																																																																																																																																																																																																																																																																																								
	C20H22O7			4,5,13,14,15-pentamethoxy-8,17-dioxatetracyclo[8.7.0.0.0]heptadeca-2(7),3,5,11(16),12,14-hexaene					8.48																																																																																																																																									3629957.18577045	3909338.61275452																																													6633615.01054946	7018158.46973313																																																																	10171210.3041644	10226824.7466069																																																									6825886.7401413	41.5557441636373
CHEBI:82374	C12H12N2S	Nc1ccc(Sc2ccc(N)cc2)cc1	InChI=1S/C12H12N2S/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2	4,4'-Thiodianiline					1.241																																																																																												7815467.85485645																											19527175.7765003																																																																																																																																																																																												13671321.8156784	60.5751821391064
	C20H16N4O2			4,4'-Bis(3-methyl-5-oxo-1-phenylpyrazolinylidene)					9.66												5219750.96802193																																																																																																																																																																																																																																																																																																								
CHEBI:80842	C14H22O2	C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=O)CC[C@@H]1O2	InChI=1S/C14H22O2/c1-13(2)8-9-10(13)6-7-14(3)12(16-14)5-4-11(9)15/h9-10,12H,4-8H2,1-3H3/t9-,10+,12-,14+/m0/s1	(-)-Kobusone					11.382																																																																																																																																																																																																																																																							6742253.8187994	6761887.61029345																																																											6752070.71454642	0.205613769358756
CHEBI:165565	C22H43NO3	O=C(NCCCC(O)=O)CCCCCCCCCCCCCCCCC	InChI=1S/C22H43NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-21(24)23-20-17-19-22(25)26/h2-20H2,1H3,(H,23,24)(H,25,26)	4-(Stearoylamino)butanoic acid					19.762																																																																																																																																							13518828.5070363	14058254.3879643																																																																																																																																																																											13788541.4475003	2.76629475136208
CHEBI:165565	C22H43NO3	O=C(NCCCC(O)=O)CCCCCCCCCCCCCCCCC	InChI=1S/C22H43NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-21(24)23-20-17-19-22(25)26/h2-20H2,1H3,(H,23,24)(H,25,26)	4-(Stearoylamino)butanoic acid					18.942																																																																																																																																																																																																																																																																											10575283.1420411	10130842.490992																																							10353062.8165165	3.0354978402185
	C18H15N3			4-(Phenylazo)diphenylamine					8.317																																																																																																																	25557776.198971	28179039.2565244			3934575.42635917	3900403.13558514											123114944.731252	114309076.202153									4717970.04727086	4630750.92261344			7668969.68980302	6780969.75323569	37176555.2000054	35974394.2923554			25557228.8923927	28141335.3623959																					10773893.351873	11000121.3609504																					38760246.3987474	40216530.4206301																							9447721.02129189	9073649.11769073	5948270.97018154	5215916.35940396											5724340.03416268	5683136.3940132					12192973.0650835	11385082.2657224	4302963.27837901	4300218.25172418	6714185.63628433	6661391.70839699									6256174.39993139	6135498.97437058																							7026665.43560013	7432210.19053382																							11426429.839485	10415699.9808217					49970905.7521162	48261120.7128617	9260685.06949131	131.19289970547
CHEBI:82588	C10H13N3O3	CN(CCCC(=O)c1ccc[n+]([O-])c1)N=O	InChI=1S/C10H13N3O3/c1-12(11-15)6-3-5-10(14)9-4-2-7-13(16)8-9/h2,4,7-8H,3,5-6H2,1H3	4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone					10.633																														23025297.3444887																																																																																																																																																																																																																																																																																						
	C23H36N4O			4-(Dimethylamino)-N-{[(2R,4S,5S)-5-(1-piperidinylmethyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}benzamide					17.006															11815244.3094277			4862085.67438969			4580870.21276269			5641085.52683231			5828442.26410085																																																																																																																																																																																																																																																																																									
CHEBI:79613	C17H17N3O2	CC1Cc2cc3OCOc3cc2C(=NN1)c1ccc(N)cc1	InChI=1S/C17H17N3O2/c1-10-6-12-7-15-16(22-9-21-15)8-14(12)17(20-19-10)11-2-4-13(18)5-3-11/h2-5,7-8,10,19H,6,9,18H2,1H3	4-(8-Methyl-8,9-dihydro-7H-[1,3]dioxolo[4,5-h][2,3]benzodiazepin-5-yl)aniline					7.351																																																																																																																																																																																																																																																							10523814.2165395	11147429.2143511																																																											10835621.7154453	4.06956246150255
CHEBI:172510	C15H28O4	OC1(C(O)CC(CC1)C(CCC(O)C(O)(C)C)=C)C	InChI=1S/C15H28O4/c1-10(5-6-12(16)14(2,3)18)11-7-8-15(4,19)13(17)9-11/h11-13,16-19H,1,5-9H2,2-4H3	4-(5,6-Dihydroxy-6-methyl-1-hepten-2-yl)-1-methyl-1,2-cyclohexanediol					15.878												268521001.413083			43654043.1865101						29173029.9892469	22247580.0826825		27074529.8066392			27213493.6587163		24167774.8228648	403781209.676173																																																																																																																																																																																																																																																																																						
CHEBI:172510	C15H28O4	OC1(C(O)CC(CC1)C(CCC(O)C(O)(C)C)=C)C	InChI=1S/C15H28O4/c1-10(5-6-12(16)14(2,3)18)11-7-8-15(4,19)13(17)9-11/h11-13,16-19H,1,5-9H2,2-4H3	4-(5,6-Dihydroxy-6-methyl-1-hepten-2-yl)-1-methyl-1,2-cyclohexanediol					16.383													63988541.3740695	46509893.6708695			43030872.5699021						31822142.122534		33179038.6515712	21143301.3818697		27466291.6571532													41765687.4439947	43827489.0848335	44791830.5917208	45943828.1730565			44625363.3260573	44639217.021305	45711640.2163078	43997201.4299623							26901096.7878533	26597701.1382117	27604118.5754227	29061239.1294852	25347747.341159	26991898.5161011	25699284.5704893	27077999.0765195	26303687.626087	24626490.4991135	28102962.8672874	28037605.4125225	27065736.5316912	25858686.2641097	30853526.8967197	30104749.6089916	28459598.9780339	28912337.8118595	24800685.5194661										28448068.4609837	29404751.254481																									44891003.32198	44717102.2460237	43821932.7142526									42935257.7358729	45499818.1205575	44840698.4864687	46578159.3777675	46234462.428788	45275907.43145	45027546.8091213	44811829.2178832	45980361.0599215	45779805.8973195	45191025.6940387		22950303.1336065		23855864.4074004		24747717.7538941	27910426.7773077	26585272.585561																																42765731.2606767											26457731.8982216	27093470.4954379	28151206.7450034	28366559.9946893	28193445.8678721	27453785.150442	29553544.2362672	28655950.8968069	28663199.5435468	28876077.5969029	28519092.9675372	30649932.1452799	29623220.4799127	29670930.6762556	24367358.4176757																		25854603.2054081	27125426.3748095	25876864.9377562	28087555.1427625	27617359.5223031	26801984.9997565	27620385.0482378	28650383.6744161	27611528.4937338	27810412.9806727			26126943.6203965	24857960.5981431																	45089883.8549092	46715288.6287118	45603635.8807291	47095557.0818897	47009527.5239441	48869215.1364806	47980747.6486891	45506016.5691096											28607067.2148055	28369976.2354395	25267728.8198597	25409672.2054332		26733461.0792005	25933980.7906916	28051119.3333636	24932317.5015018	25999756.1707238	26437780.2605033	25629100.4676658	27128250.5591325	28404396.8872961	26500224.2880926	27044123.1267469							29053226.1806857	29543086.9888435	28333193.9715737	28993544.8264512	27568027.9736579	29298277.6883116	31893098.9486636	29424785.1828219	28124344.2901831	30481837.5697732	28477664.8783315	28879887.4972389			26450369.8691962	26274519.4807707							28448068.4609837	25.1521760977474
CHEBI:172510	C15H28O4	OC1(C(O)CC(CC1)C(CCC(O)C(O)(C)C)=C)C	InChI=1S/C15H28O4/c1-10(5-6-12(16)14(2,3)18)11-7-8-15(4,19)13(17)9-11/h11-13,16-19H,1,5-9H2,2-4H3	4-(5,6-Dihydroxy-6-methyl-1-hepten-2-yl)-1-methyl-1,2-cyclohexanediol					16.559																38162740.3553881																																																																																																																																																																																																																																																																																																				
CHEBI:172510	C15H28O4	OC1(C(O)CC(CC1)C(CCC(O)C(O)(C)C)=C)C	InChI=1S/C15H28O4/c1-10(5-6-12(16)14(2,3)18)11-7-8-15(4,19)13(17)9-11/h11-13,16-19H,1,5-9H2,2-4H3	4-(5,6-Dihydroxy-6-methyl-1-hepten-2-yl)-1-methyl-1,2-cyclohexanediol					17.02																														20016117.9861749																																																																																																																																																																																																																																																																																						
	C15H22O8			4-(2-Hydroxyethyl)-2-methoxyphenyl-D-glucopyranoside					12.838																																																																																																													23217643.8272615	25947093.7577683																																							79339515.329101	84629902.8025395																																																																																																																																																													52643304.5434347	62.3649376799287
CHEBI:173536	C11H17NO2	O(CC(N)C)C1=C(C=C(O)C=C1C)C	InChI=1S/C11H17NO2/c1-7-4-10(13)5-8(2)11(7)14-6-9(3)12/h4-5,9,13H,6,12H2,1-3H3	4-(2-Aminopropoxy)-3,5-dimethylphenol					8.594																																																																																																																																																																									4082570.29945047																																																																																																																																										4082570.29945047	
CHEBI:17195	C5H9NO2S	OC(=O)C1CSCCN1	InChI=1S/C5H9NO2S/c7-5(8)4-3-9-2-1-6-4/h4,6H,1-3H2,(H,7,8)	3-Thiomorpholinecarboxylic acid					1.317																																	93126258.8775607	95143548.1516138	63835513.4443382	63911106.0059879	41112021.0168854	40672756.5301852	24782999.0723989	26456979.8737783	16249872.6309373	15567910.1499075	118735664.531182	128519802.011876	107090738.811508	104435838.43952	115854824.832152	107934781.012202	128627285.412855	118046011.049816	67985492.9920405	68541756.7052931	59267809.003903	64025849.7392159	56596420.5295342	60313925.5123058	73255213.7648651	76193090.5021781	90565638.7398022	93410928.1502166	109578514.824149	112067448.321704	118619876.860525	111249489.785091	116762209.606873	115221162.465703	46749740.3097952	46129631.0889265	33670535.4682565	35073196.1620683	31587954.4965629	30849929.6366831	25359140.5353845	24445552.8168066	16727574.5540353	17857817.1759559	34950810.8337796	36562732.0734164	33795686.2248646		27444108.271825	28369860.5096746			17790486.4481506	20314669.2976625		13118911.0019843							106579610.031278	102440242.197658			61028997.3195355	470885393.136058					58554457.1255536				348455147.506654					421185882.235187							433416684.253003			327583853.765687				305690961.354753					131408511.815624	138422735.009534			103672344.567955	100394244.108887	132890447.28635	139156597.111531						40866418.2553208	331166526.587968	307660227.203508	32702212.8755286		62446456.2642461								194195993.878162			90501722.3918387	220571381.053416	242279414.083516					227195179.851175	221438025.560166					386802355.09919					432070388.273265		45271109.0772152				341448330.468534			516225549.613579	64383236.5391367		377734741.941547		52338938.9023876							497732429.400627								358511538.106245						54167424.3646984									72683668.3826617	66635062.3489517									302855198.94859								432272462.258517	138315572.824221	130335518.781406			113247880.382063	102253748.381538	250375071.774515	222303343.361631	211691563.25978	200853557.320644			247793960.586056	271249643.798583										93900313.1002575		312867482.427755	14803308.2900263	106654602.666249	163192882.325606	149322800.969994		19008988.9732574			111784810.026272	97335500.33283	96566490.203114	78952725.1580537	102016053.680588	99661521.2255503							165553614.094138	163393850.602551							36729178.6186485							264092142.096731			102253748.381538	88.424586791972
	C20H18N4			3-Piperidinophenanthro[9,10-E][1,2,4]triazine					15.839															175319800.710631			52213877.6188865			50450634.4589693			33319729.2613054			41118608.1349297																																																																																																																																																																																																																																																																																									
	C20H18N4			3-Piperidinophenanthro[9,10-E][1,2,4]triazine					15.999															76640650.4257861			23609610.4916804	10540286.8206139		26553993.3360351	58400933.4368785		19979359.6077419	10598754.624663		29557211.882213		37615635.7621047			12555756.6940382																																																																																																																																																																																																																																																																																				
	C20H18N4			3-Piperidinophenanthro[9,10-E][1,2,4]triazine					15.445												37022336.3496969																		20412260.5353505	13182574.4851163																																																																																																																																																																																																																																																																																					
	C20H18N4			3-Piperidinophenanthro[9,10-E][1,2,4]triazine					15.649																																																																											18254006.0218155	18031781.7480568	9145602.37616075	8982675.40082272																																																																																																																									22639268.7563557	26145448.213203	23216991.9335052	21970773.8616974	21543265.5042025	19995269.4845938	19551250.0330238	17402164.4574031																			7604946.79577538																																																																																		19551250.0330238	32.7200630873145
CHEBI:30933	C3H5O7P	OC(=O)C(=O)COP(O)(O)=O	InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7,8)9/h1H2,(H,5,6)(H2,7,8,9)	3-Phosphonooxypyruvic acid					1.198												79367816.3714879								44782985.8691589		64950891.0591444	52653959.3538508					115073257.871964		48574655.6490656	52276696.1005352	103001865.992925																					4444144.89051702																			8315619.42562561																									4839206.41015659		4234751.72982677																																						3777650.26148187																																				9867590.47843316		4977713.12411001				4286154.97055289				4873404.53754433																																																																												6023859.16610471		5452227.32894497																																6477518.1794148														4925558.83082717	32.2562641519006
CHEBI:30933	C3H5O7P	OC(=O)C(=O)COP(O)(O)=O	InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7,8)9/h1H2,(H,5,6)(H2,7,8,9)	3-Phosphonooxypyruvic acid					21.577															12528829.2353476																																																																																																																																																																																																																																																																																																					
CHEBI:28631	C9H10O2	OC(=O)CCc1ccccc1	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)	3-Phenylpropanoic acid					9.787												16706702.7965652																																																																																																																																																																																											11236355.58674	10303197.6143234	9471177.94472485	10402744.2129285	9986583.03389543	9759893.13115722	10036729.1342278																																																																																																						10036729.1342278	5.55737160150502
